"ANO_CMPT","MES_CMPT","CODUFMUN","CNES","TP_LEITO","CODLEITO","QT_EXIST"
"2024","02","330330","0012505","Clínico","33",35
"2024","02","330330","0012505","Clínico","32",8
"2024","02","330330","0012505","Cirúrgico","16",4
"2024","02","330330","0012505","Pediátrico","45",13
"2024","02","330330","0012505","Obstétrico","43",18
"2024","02","330330","0012505","Clínico","40",3
"2024","02","330330","0012505","Clínico","38",12
"2024","02","330330","0012505","Complementar","93",4
"2024","02","330330","0012505","Complementar","92",8
"2024","02","330330","0012505","Complementar","85",10
"2024","02","330330","0012505","Complementar","81",8
"2024","02","330330","0012505","Complementar","75",16
"2024","02","330330","0012505","Cirúrgico","67",3
"2024","02","330330","0012505","Complementar","66",13
"2024","02","330330","0012505","Cirúrgico","03",11
"2024","02","330330","0012505","Cirúrgico","08",12
"2024","02","330330","0012505","Cirúrgico","11",6
"2024","02","330330","0012505","Obstétrico","10",12
"2024","02","330330","0012505","Cirúrgico","06",11
"2024","02","330455","2295415","Clínico","33",10
"2024","02","330455","2295415","Obstétrico","43",5
"2024","02","330455","2295415","Clínico","44",4
"2024","02","330455","2295415","Clínico","38",4
"2024","02","330455","2295415","Clínico","40",3
"2024","02","330455","2295415","Clínico","41",13
"2024","02","330455","2295415","Clínico","36",3
"2024","02","330455","2295415","Clínico","37",2
"2024","02","330455","2295415","Pediátrico","45",9
"2024","02","330455","2295415","Clínico","46",3
"2024","02","330455","2295415","Outras Especialidades","49",1
"2024","02","330455","2295415","Cirúrgico","14",3
"2024","02","330455","2295415","Cirúrgico","12",3
"2024","02","330455","2295415","Clínico","32",2
"2024","02","330455","2295415","Clínico","31",2
"2024","02","330455","2295415","Outras Especialidades","34",1
"2024","02","330455","2295415","Obstétrico","10",13
"2024","02","330455","2295415","Cirúrgico","09",3
"2024","02","330455","2295415","Cirúrgico","11",3
"2024","02","330455","2295415","Cirúrgico","16",3
"2024","02","330455","2295415","Cirúrgico","15",1
"2024","02","330455","2295415","Cirúrgico","13",3
"2024","02","330455","2295415","Cirúrgico","03",4
"2024","02","330455","2295415","Cirúrgico","04",3
"2024","02","330455","2295415","Cirúrgico","06",3
"2024","02","330455","2295415","Cirúrgico","05",3
"2024","02","330455","2295415","Cirúrgico","08",3
"2024","02","330455","2295415","Clínico","35",3
"2024","02","330455","2295415","Clínico","42",3
"2024","02","330455","2295415","Complementar","95",5
"2024","02","330455","2295415","Complementar","92",4
"2024","02","330455","2295415","Complementar","81",8
"2024","02","330455","2295415","Complementar","75",7
"2024","02","330455","2295415","Complementar","74",3
"2024","02","330455","2295415","Pediátrico","68",4
"2024","02","330455","2295415","Complementar","66",10
"2024","02","330455","2295415","Cirúrgico","67",1
"2022","01","330330","0012505","Cirúrgico","09",7
"2022","01","330330","0012505","Clínico","32",8
"2022","01","330330","0012505","Cirúrgico","15",3
"2022","01","330330","0012505","Cirúrgico","14",6
"2022","01","330330","0012505","Cirúrgico","11",6
"2022","01","330330","0012505","Cirúrgico","13",11
"2022","01","330330","0012505","Cirúrgico","06",7
"2022","01","330330","0012505","Clínico","38",12
"2022","01","330330","0012505","Clínico","33",48
"2022","01","330330","0012505","Cirúrgico","03",7
"2022","01","330330","0012505","Obstétrico","10",9
"2022","01","330330","0012505","Clínico","40",7
"2022","01","330330","0012505","Obstétrico","43",14
"2022","01","330330","0012505","Pediátrico","45",15
"2022","01","330330","0012505","Complementar","66",13
"2022","01","330330","0012505","Cirúrgico","67",3
"2022","01","330330","0012505","Pediátrico","68",2
"2022","01","330330","0012505","Complementar","75",16
"2022","01","330330","0012505","Complementar","81",8
"2022","01","330330","0012505","Complementar","85",10
"2022","01","330330","0012505","Complementar","92",8
"2022","01","330330","0012505","Complementar","93",4
"2022","01","330330","0012505","Cirúrgico","16",4
"2022","01","330330","0012505","Cirúrgico","08",12
"2022","01","330455","2295415","Cirúrgico","14",4
"2022","01","330455","2295415","Cirúrgico","12",6
"2022","01","330455","2295415","Clínico","32",7
"2022","01","330455","2295415","Cirúrgico","03",18
"2022","01","330455","2295415","Cirúrgico","05",6
"2022","01","330455","2295415","Cirúrgico","16",3
"2022","01","330455","2295415","Clínico","31",8
"2022","01","330455","2295415","Cirúrgico","08",8
"2022","01","330455","2295415","Cirúrgico","11",4
"2022","01","330455","2295415","Obstétrico","10",9
"2022","01","330455","2295415","Cirúrgico","06",8
"2022","01","330455","2295415","Cirúrgico","09",4
"2022","01","330455","2295415","Cirúrgico","04",2
"2022","01","330455","2295415","Complementar","66",1
"2022","01","330455","2295415","Cirúrgico","67",1
"2022","01","330455","2295415","Pediátrico","68",5
"2022","01","330455","2295415","Complementar","74",3
"2022","01","330455","2295415","Complementar","75",7
"2022","01","330455","2295415","Complementar","81",8
"2022","01","330455","2295415","Complementar","92",4
"2022","01","330455","2295415","Clínico","36",8
"2022","01","330455","2295415","Clínico","38",6
"2022","01","330455","2295415","Clínico","40",7
"2022","01","330455","2295415","Clínico","41",13
"2022","01","330455","2295415","Clínico","42",5
"2022","01","330455","2295415","Cirúrgico","15",3
"2022","01","330455","2295415","Obstétrico","43",9
"2022","01","330455","2295415","Clínico","33",20
"2022","01","330455","2295415","Outras Especialidades","34",1
"2022","01","330455","2295415","Clínico","35",4
"2022","01","330455","2295415","Clínico","44",10
"2022","01","330455","2295415","Pediátrico","45",6
"2022","01","330455","2295415","Clínico","46",5
"2022","01","330455","2295415","Outras Especialidades","49",1
"2022","01","330455","2295415","Complementar","51",10
"2022","01","330455","2295415","Cirúrgico","13",4
"2022","03","330330","0012505","Clínico","38",15
"2022","03","330330","0012505","Pediátrico","68",2
"2022","03","330330","0012505","Cirúrgico","67",3
"2022","03","330330","0012505","Complementar","66",13
"2022","03","330330","0012505","Pediátrico","45",13
"2022","03","330330","0012505","Obstétrico","43",13
"2022","03","330330","0012505","Clínico","40",3
"2022","03","330330","0012505","Clínico","33",46
"2022","03","330330","0012505","Cirúrgico","11",6
"2022","03","330330","0012505","Cirúrgico","06",11
"2022","03","330330","0012505","Cirúrgico","03",11
"2022","03","330330","0012505","Cirúrgico","15",3
"2022","03","330330","0012505","Clínico","32",8
"2022","03","330330","0012505","Cirúrgico","09",7
"2022","03","330330","0012505","Obstétrico","10",9
"2022","03","330330","0012505","Cirúrgico","16",4
"2022","03","330330","0012505","Complementar","75",16
"2022","03","330330","0012505","Cirúrgico","08",12
"2022","03","330330","0012505","Cirúrgico","14",6
"2022","03","330330","0012505","Cirúrgico","13",11
"2022","03","330330","0012505","Complementar","81",8
"2022","03","330330","0012505","Complementar","85",10
"2022","03","330330","0012505","Complementar","92",8
"2022","03","330330","0012505","Complementar","93",4
"2022","03","330455","2295415","Cirúrgico","12",6
"2022","03","330455","2295415","Clínico","31",8
"2022","03","330455","2295415","Cirúrgico","14",4
"2022","03","330455","2295415","Cirúrgico","15",3
"2022","03","330455","2295415","Obstétrico","43",9
"2022","03","330455","2295415","Clínico","44",10
"2022","03","330455","2295415","Clínico","32",7
"2022","03","330455","2295415","Clínico","33",20
"2022","03","330455","2295415","Outras Especialidades","34",1
"2022","03","330455","2295415","Clínico","35",4
"2022","03","330455","2295415","Cirúrgico","16",3
"2022","03","330455","2295415","Pediátrico","45",6
"2022","03","330455","2295415","Clínico","46",5
"2022","03","330455","2295415","Outras Especialidades","49",1
"2022","03","330455","2295415","Complementar","51",10
"2022","03","330455","2295415","Complementar","66",1
"2022","03","330455","2295415","Cirúrgico","67",1
"2022","03","330455","2295415","Pediátrico","68",5
"2022","03","330455","2295415","Complementar","74",3
"2022","03","330455","2295415","Complementar","75",7
"2022","03","330455","2295415","Cirúrgico","06",8
"2022","03","330455","2295415","Cirúrgico","09",4
"2022","03","330455","2295415","Cirúrgico","08",8
"2022","03","330455","2295415","Cirúrgico","11",4
"2022","03","330455","2295415","Cirúrgico","13",4
"2022","03","330455","2295415","Clínico","42",5
"2022","03","330455","2295415","Clínico","41",13
"2022","03","330455","2295415","Clínico","40",7
"2022","03","330455","2295415","Clínico","38",6
"2022","03","330455","2295415","Clínico","36",8
"2022","03","330455","2295415","Complementar","92",4
"2022","03","330455","2295415","Complementar","81",8
"2022","03","330455","2295415","Cirúrgico","04",2
"2022","03","330455","2295415","Cirúrgico","05",6
"2022","03","330455","2295415","Obstétrico","10",9
"2022","03","330455","2295415","Cirúrgico","03",18
"2024","01","330330","0012505","Cirúrgico","16",4
"2024","01","330330","0012505","Cirúrgico","15",3
"2024","01","330330","0012505","Cirúrgico","11",6
"2024","01","330330","0012505","Cirúrgico","13",11
"2024","01","330330","0012505","Clínico","32",8
"2024","01","330330","0012505","Obstétrico","43",18
"2024","01","330330","0012505","Clínico","40",3
"2024","01","330330","0012505","Clínico","38",12
"2024","01","330330","0012505","Clínico","33",35
"2024","01","330330","0012505","Complementar","93",4
"2024","01","330330","0012505","Cirúrgico","14",6
"2024","01","330330","0012505","Cirúrgico","09",7
"2024","01","330330","0012505","Cirúrgico","06",11
"2024","01","330330","0012505","Obstétrico","10",12
"2024","01","330330","0012505","Cirúrgico","08",12
"2024","01","330330","0012505","Cirúrgico","03",11
"2024","01","330330","0012505","Pediátrico","45",13
"2024","01","330330","0012505","Complementar","66",13
"2024","01","330330","0012505","Cirúrgico","67",3
"2024","01","330330","0012505","Pediátrico","68",2
"2024","01","330330","0012505","Complementar","75",16
"2024","01","330330","0012505","Complementar","81",8
"2024","01","330330","0012505","Complementar","85",10
"2024","01","330330","0012505","Complementar","92",8
"2024","01","330455","2295415","Cirúrgico","06",3
"2024","01","330455","2295415","Cirúrgico","05",3
"2024","01","330455","2295415","Cirúrgico","03",4
"2024","01","330455","2295415","Cirúrgico","04",3
"2024","01","330455","2295415","Cirúrgico","08",3
"2024","01","330455","2295415","Cirúrgico","13",3
"2024","01","330455","2295415","Cirúrgico","12",3
"2024","01","330455","2295415","Cirúrgico","11",3
"2024","01","330455","2295415","Cirúrgico","09",3
"2024","01","330455","2295415","Obstétrico","10",13
"2024","01","330455","2295415","Cirúrgico","16",3
"2024","01","330455","2295415","Cirúrgico","15",1
"2024","01","330455","2295415","Cirúrgico","14",3
"2024","01","330455","2295415","Clínico","35",3
"2024","01","330455","2295415","Clínico","36",3
"2024","01","330455","2295415","Clínico","37",2
"2024","01","330455","2295415","Clínico","32",2
"2024","01","330455","2295415","Clínico","33",10
"2024","01","330455","2295415","Outras Especialidades","34",1
"2024","01","330455","2295415","Clínico","31",2
"2024","01","330455","2295415","Complementar","75",7
"2024","01","330455","2295415","Complementar","81",8
"2024","01","330455","2295415","Complementar","92",4
"2024","01","330455","2295415","Complementar","95",5
"2024","01","330455","2295415","Clínico","42",3
"2024","01","330455","2295415","Obstétrico","43",5
"2024","01","330455","2295415","Clínico","44",4
"2024","01","330455","2295415","Pediátrico","45",9
"2024","01","330455","2295415","Clínico","46",3
"2024","01","330455","2295415","Outras Especialidades","49",1
"2024","01","330455","2295415","Complementar","66",10
"2024","01","330455","2295415","Cirúrgico","67",1
"2024","01","330455","2295415","Pediátrico","68",4
"2024","01","330455","2295415","Complementar","74",3
"2024","01","330455","2295415","Clínico","38",4
"2024","01","330455","2295415","Clínico","40",3
"2024","01","330455","2295415","Clínico","41",13
"2024","04","330330","0012505","Complementar","81",8
"2024","04","330330","0012505","Complementar","85",10
"2024","04","330330","0012505","Cirúrgico","06",11
"2024","04","330330","0012505","Cirúrgico","03",11
"2024","04","330330","0012505","Cirúrgico","09",7
"2024","04","330330","0012505","Cirúrgico","08",12
"2024","04","330330","0012505","Cirúrgico","13",11
"2024","04","330330","0012505","Cirúrgico","11",6
"2024","04","330330","0012505","Obstétrico","10",12
"2024","04","330330","0012505","Cirúrgico","15",3
"2024","04","330330","0012505","Cirúrgico","14",6
"2024","04","330330","0012505","Clínico","38",12
"2024","04","330330","0012505","Clínico","33",35
"2024","04","330330","0012505","Clínico","32",8
"2024","04","330330","0012505","Cirúrgico","16",4
"2024","04","330330","0012505","Complementar","75",16
"2024","04","330330","0012505","Pediátrico","68",2
"2024","04","330330","0012505","Cirúrgico","67",3
"2024","04","330330","0012505","Complementar","92",8
"2024","04","330330","0012505","Complementar","93",4
"2024","04","330330","0012505","Clínico","40",3
"2024","04","330330","0012505","Obstétrico","43",18
"2024","04","330330","0012505","Pediátrico","45",13
"2024","04","330330","0012505","Complementar","66",13
"2024","04","330455","2295415","Complementar","66",10
"2024","04","330455","2295415","Cirúrgico","67",1
"2024","04","330455","2295415","Pediátrico","68",4
"2024","04","330455","2295415","Complementar","74",3
"2024","04","330455","2295415","Complementar","75",7
"2024","04","330455","2295415","Complementar","81",8
"2024","04","330455","2295415","Complementar","92",4
"2024","04","330455","2295415","Complementar","95",5
"2024","04","330455","2295415","Clínico","41",13
"2024","04","330455","2295415","Clínico","42",3
"2024","04","330455","2295415","Obstétrico","43",5
"2024","04","330455","2295415","Clínico","44",4
"2024","04","330455","2295415","Pediátrico","45",9
"2024","04","330455","2295415","Clínico","38",4
"2024","04","330455","2295415","Cirúrgico","09",3
"2024","04","330455","2295415","Cirúrgico","08",3
"2024","04","330455","2295415","Cirúrgico","06",3
"2024","04","330455","2295415","Cirúrgico","05",3
"2024","04","330455","2295415","Cirúrgico","03",4
